,Category,Name,Rating,Number of reviews,5 stars,4 stars,3 stars,2 stars,1 star
1003,"Aliments, boissons & tabac",De Neuville,"2,4",20,10,5,0,35,50
1004,Magasin de cannabis,CBD Express,"2,4",18,33,5,6,6,50
1005,Magasin d'alimentation naturelle,Force Ultra Nature,"2,4",17,18,0,12,0,70
1006,Magasin de fruits secs,Homines enim eruditos et sobrio / Homines enim eruditos,"2,4",7,14,0,0,14,72
1007,"Aliments, boissons & tabac",Green-lizard.fr,"2,3",27,74,14,4,4,4
1008,Magasin de vaporiseurs,Namaste Vapes,"2,3",19,21,5,5,5,64
1009,"Aliments, boissons & tabac",Comtesse du Barry,"2,3",8,12,0,0,38,50
1010,Caviste,Phileas Wine Club,"2,2",38,13,16,5,5,61
1011,Caviste,Vin Subtil,"2,2",15,13,7,0,7,73
1012,"Aliments, boissons & tabac",iClope.com,"2,2",8,37,12,13,0,38
1013,"Aliments, boissons & tabac",La Boutique du Gaz,"2,1",62,11,8,3,8,70
1014,Livraison de repas à domicile,bofrost* France,"2,0",315,17,5,2,5,71
1015,Épicerie coréenne,couteauazur.com,"2,0",98,37,0,1,2,60
1016,"Aliments, boissons & tabac",METRO Cash & Carry France,"2,0",25,4,0,0,8,88
1017,"Aliments, boissons & tabac",Davidson Distribution,"2,0",11,18,0,0,0,82
1018,Fournisseur de matériel agricole,DIFFEA,"2,0",10,0,0,0,0,100
1019,Magasin de vins et spiritueux,www.pompe-a-biere.com,"1,9",1361,62,19,9,4,6
1020,Supermarché,Auchan Drive,"1,9",196,10,10,9,13,58
1021,Supermarché,Beth Cacher Boucherie,"1,9",66,56,17,3,4,20
1022,"Aliments, boissons & tabac",Chocolats Lindt France,"1,9",45,9,9,7,7,68
1023,Boulangerie,EquipeCuisineAZ,"1,9",17,18,23,12,6,41
1024,Service de commande de repas en ligne,La French Box,"1,9",16,62,13,0,0,25
1025,"Aliments, boissons & tabac",Royal Art Palace,"1,9",14,0,0,0,0,100
1026,Caviste,Nicolas,"1,8",53,21,13,2,4,60
1027,Caviste,Chateauonline,"1,8",15,0,0,0,7,93
1028,Magasin bio,RelaisBio,"1,8",14,14,0,0,0,86
1029,"Aliments, boissons & tabac",Allobebe,"1,7",366,50,10,3,3,34
1030,"Aliments, boissons & tabac",Idealgourmet,"1,7",19,21,0,5,0,74
1031,"Aliments, boissons & tabac",Recensioni Verificate,"1,6",131,40,2,0,5,53
1032,Épicerie japonaise spécialisée,myjapanbox,"1,6",35,11,3,6,0,80
1033,Boutique de café,Whittard of Chelsea,"1,6",24,55,21,8,8,8
1034,Supermarché,Carrefour France,"1,5",2469,8,3,4,7,78
1035,Magasin de café,Nespresso France,"1,5",962,8,2,2,5,83
1036,Supermarché,Intermarche,"1,5",948,5,4,4,8,79
1037,Magasin de cigarettes électroniques,CIGAMANIA,"1,5",105,47,5,3,9,36
1038,"Aliments, boissons & tabac",Myecocafe,"1,5",34,0,3,3,0,94
1039,"Aliments, boissons & tabac",Kinder,"1,4",93,14,6,1,1,78
1040,"Aliments, boissons & tabac",Prostabium,"1,4",76,19,25,13,17,26
1041,Centre de bien-être,Mycelia smartshop france,"1,4",38,21,0,0,0,79
1042,Supermarché,E Leclerc,"1,2",1985,3,2,2,6,87
1043,Boulangerie,Marmiton.org,"1,1",371,39,13,4,2,42
1044,Boulangerie,Lejourseleve Pessac,NA,0,0,0,0,0,0
1045,Magasin de cannabis,Lambassadeducbd,NA,0,0,0,0,0,0
1046,Restaurant,Bugizz,NA,0,0,0,0,0,0
1047,Boutique de café,Coffeewall,NA,0,0,0,0,0,0
1048,"Aliments, boissons & tabac",Revold,NA,0,0,0,0,0,0
1049,Magasin bio,Le Colibri,NA,0,0,0,0,0,0
1050,Pâtisserie,Honoré,NA,0,0,0,0,0,0
1051,Vente de fruits et légumes en gros,Maison Callico,NA,0,0,0,0,0,0
1052,Salon de thé,Creativ The,NA,0,0,0,0,0,0
1053,Grossiste en vins,Domaine De-rosiers,NA,0,0,0,0,0,0
1054,"Aliments, boissons & tabac",Legrandthe,NA,0,0,0,0,0,0
1055,Boucherie-charcuterie,Laviandecasher,NA,0,0,0,0,0,0
1056,Épicerie fine,Upside Lab,NA,0,0,0,0,0,0
1057,Production agricole,Plant Innovation R&D,NA,0,0,0,0,0,0
1058,Magasin bio,S.A CBD,NA,0,0,0,0,0,0
1059,Magasin bio,La box à semer,NA,0,0,0,0,0,0
1060,Boulangerie,Lgbp,NA,0,0,0,0,0,0
1061,Magasin de cannabis,CANNAFUSION CBD THUIR,NA,0,0,0,0,0,0
1062,Cave à vins,Au Saint Amour Murois,NA,0,0,0,0,0,0
1063,Marchand de légumes,Primeurs de la Palud,NA,0,0,0,0,0,0
1064,Entreprise de transformation alimentaire,Clem,NA,0,0,0,0,0,0
1065,Magasin de cigarettes électroniques,X-BAR,NA,0,0,0,0,0,0
1066,Agriculteur,Foglieditabacco,NA,0,0,0,0,0,0
1067,Transformation des fruits et légumes,Agonde,NA,0,0,0,0,0,0
1068,Cave à vins,Odyswines,NA,0,0,0,0,0,0
1069,Exploitation viticole,Masdunovi,NA,0,0,0,0,0,0
1070,Épicerie fine,Theworldgrocery,NA,0,0,0,0,0,0
1071,Service de livraison des courses,Flincy,NA,0,0,0,0,0,0
1072,Supermarché discount,RefurbStuff,NA,0,0,0,0,0,0
1073,Épicerie,Bonsigne,NA,0,0,0,0,0,0
1074,Site historique,Domaine Saint-Antonin,NA,0,0,0,0,0,0
1075,Fabricant de produits alimentaires,Essentialdietetics,NA,0,0,0,0,0,0
1076,Société de transport international de marchandises,2htransports.com,NA,0,0,0,0,0,0
1077,"Aliments, boissons & tabac",Lieu des Délices,NA,0,0,0,0,0,0
1078,Producteur de produits alimentaires,Fleur2sel,NA,0,0,0,0,0,0
1079,"Aliments, boissons & tabac",SoDivin,NA,0,0,0,0,0,0
1080,Brasserie,MisterGoodBeer,NA,0,0,0,0,0,0
1081,Caviste,Wine Ologue,NA,0,0,0,0,0,0
1082,Magasin de vins et spiritueux,V2vin,NA,0,0,0,0,0,0
1083,Miellerie,Rucherdescanon,NA,0,0,0,0,0,0
1084,Artisan chocolatier,PAND'OR CREATION,NA,0,0,0,0,0,0
1085,Boutique de boissons non alcoolisées,16h24,NA,0,0,0,0,0,0
1086,Magasin de cannabis,Labonnelocale,NA,0,0,0,0,0,0
1087,"Aliments, boissons & tabac",Thedifferenttraveler,NA,0,0,0,0,0,0
1088,Magasin de cannabis,Cbdlemaraicher,NA,0,0,0,0,0,0
1089,Confiserie,Planetbonbons,NA,0,0,0,0,0,0
1090,Épicerie,Mi Hewti,NA,0,0,0,0,0,0
1091,Marchand de thé,Thé Paon,NA,0,0,0,0,0,0
1092,Pâtissier spécialisé dans les gâteaux de mariage,Jessie s,NA,0,0,0,0,0,0
1093,Fournisseur de produits alimentaires,Sisterre,NA,0,0,0,0,0,0
1094,Magasin de bonbons,BONBEC SHOW,NA,0,0,0,0,0,0
1095,Fabricant d'huile d'olive,DUSUD,NA,0,0,0,0,0,0
1096,Artisanat,lesgourmandsdouest.fr,NA,0,0,0,0,0,0
1097,Magasin bio,Le Colibri,NA,0,0,0,0,0,0
1098,Pâtisserie,Honoré,NA,0,0,0,0,0,0
1099,Poissonnerie,Daguerre Marée,NA,0,0,0,0,0,0
1100,Boulangerie,Lejourseleve Pessac,NA,0,0,0,0,0,0
1101,"Aliments, boissons & tabac",Cafemoulu.fr,NA,0,0,0,0,0,0
1102,Magasin de cannabis,Cbd Evasion - Fréjus - Draguignan,NA,0,0,0,0,0,0
1103,"Aliments, boissons & tabac",Center Securite-privee,NA,0,0,0,0,0,0
1104,Caviste,Vinocratie,NA,0,0,0,0,0,0
1105,"Aliments, boissons & tabac",Legrandthe,NA,0,0,0,0,0,0
1106,Boucherie-charcuterie,Laviandecasher,NA,0,0,0,0,0,0
1107,"Aliments, boissons & tabac",Foodyvino,NA,0,0,0,0,0,0
1108,Restaurant,Mana - Aix,NA,0,0,0,0,0,0
1109,Salon de thé,Creativ The,NA,0,0,0,0,0,0
1110,"Aliments, boissons & tabac",Delictus,NA,0,0,0,0,0,0
1111,Magasin d'alimentation naturelle,Lestresorsderable,NA,0,0,0,0,0,0
1112,"Aliments, boissons & tabac",GO Vapo,NA,0,0,0,0,0,0
1113,Prestataire spécialisé en études de marché,THE GLAM PRESTIGE GROUP,NA,0,0,0,0,0,0
1114,Boutique de café,Les Torrefacteurs Français,NA,0,0,0,0,0,0
1115,"Aliments, boissons & tabac",Ciredabeille,NA,0,0,0,0,0,0
1116,Vente de fruits et légumes en gros,Maison Callico,NA,0,0,0,0,0,0
1117,Boucherie,Boucherie Charcuterie-de-campagne,NA,0,0,0,0,0,0
1118,Grossiste en vins,Domaine De-rosiers,NA,0,0,0,0,0,0
1119,Brasserie,La Pinte Française,NA,0,0,0,0,0,0
1120,Exploitation viticole,Galuval,NA,0,0,0,0,0,0
1121,"Aliments, boissons & tabac",Vinoclub,NA,0,0,0,0,0,0
1122,"Aliments, boissons & tabac",cerascreen.fr,NA,0,0,0,0,0,0
1123,Traiteur,Abbies,NA,0,0,0,0,0,0
1124,"Aliments, boissons & tabac",Espace E-cigarette,NA,0,0,0,0,0,0
1125,"Aliments, boissons & tabac",Negozi Sardi - Il tuo e-commerce 100% Sardo,NA,0,0,0,0,0,0
1126,"Aliments, boissons & tabac",Colors of Tea,NA,0,0,0,0,0,0
1127,"Aliments, boissons & tabac",IMPRA France,NA,0,0,0,0,0,0
1128,Pâtisserie,Marius le Pâtissier,NA,0,0,0,0,0,0
1129,"Aliments, boissons & tabac",Vindedius,NA,0,0,0,0,0,0
1130,"Aliments, boissons & tabac",The best vintage caveau D Brunel,NA,0,0,0,0,0,0
1131,"Aliments, boissons & tabac",VDLV,NA,0,0,0,0,0,0
1132,Agriculteur,Ferme de la Gourdaine,NA,0,0,0,0,0,0
1133,"Aliments, boissons & tabac",Amm sarl,NA,0,0,0,0,0,0
1134,"Aliments, boissons & tabac",Brasserie De-lailloux,NA,0,0,0,0,0,0
1135,"Aliments, boissons & tabac",Produitfrance,NA,0,0,0,0,0,0
1136,"Aliments, boissons & tabac",Covigneron,NA,0,0,0,0,0,0
1137,Fournisseur de produits alimentaires,Cella,NA,0,0,0,0,0,0
1138,Espace Internet,voyage-to.me,NA,0,0,0,0,0,0
1139,Magasin de matériel de décoration de gâteaux,Les box du cake design,NA,0,0,0,0,0,0
1140,Distillerie,Repulsafe,NA,0,0,0,0,0,0
1141,Distributeur de boissons,Pepemate,NA,0,0,0,0,0,0
1142,Magasin de produits gourmets,Truffes VIP,NA,0,0,0,0,0,0
1143,Fromagerie,Les Frères Marchand,NA,0,0,0,0,0,0
1144,Magasin de vins et spiritueux,Terroirdesanges,NA,0,0,0,0,0,0
1145,Magasin de cigarettes électroniques,Wpuff,NA,0,0,0,0,0,0
1146,Boucherie,Terroirsdehauteloire,NA,0,0,0,0,0,0
1147,"Aliments, boissons & tabac",SoDivin,NA,0,0,0,0,0,0
1148,"Aliments, boissons & tabac",Smokr,NA,0,0,0,0,0,0
1149,Supermarché,Sable Blanc,NA,0,0,0,0,0,0
1150,Torréfacteurs,Limitd,NA,0,0,0,0,0,0
1151,Magasin d'alimentation bio,Monpanierantigaspi,NA,0,0,0,0,0,0
1152,Centre de formation à distance,eFormationHSAQuality,NA,0,0,0,0,0,0
1153,Service e-commerce,Bontaga,NA,0,0,0,0,0,0
1154,Confiserie,Nathboutique,NA,0,0,0,0,0,0
1155,"Aliments, boissons & tabac",Vindebacchus,NA,0,0,0,0,0,0
1156,"Aliments, boissons & tabac",ALTERNATIF,NA,0,0,0,0,0,0
1157,Magasin bio,Ekilab,NA,0,0,0,0,0,0
1158,Grossiste en vins et spiritueux,Pépites de vin,NA,0,0,0,0,0,0
1159,Épicerie fine,Les Ptits Secrets Gourmands De Galinette,NA,0,0,0,0,0,0
1160,"Aliments, boissons & tabac",Coffretdelices,NA,0,0,0,0,0,0
1161,Boutique de produits de nutrition sportive,Ironshark Nutrition,NA,0,0,0,0,0,0
1162,Magasin de cigarettes électroniques,Vaped,NA,0,0,0,0,0,0
1163,Brasserie,Galopaintes,NA,0,0,0,0,0,0
1164,Magasin de cannabis,Divine,NA,0,0,0,0,0,0
1165,Caviste,VelvetBull,NA,0,0,0,0,0,0
1166,Magasin d'alimentation naturelle,Veggin,NA,0,0,0,0,0,0
1167,Caviste,Pleasure Wine & Arts,NA,0,0,0,0,0,0
1168,Magasin de thé,Sachet De The,NA,0,0,0,0,0,0
1169,Poissonnerie,Daguerre Marée,NA,0,0,0,0,0,0
1170,Magasin bio,Le Colibri,NA,0,0,0,0,0,0
1171,Pâtisserie,Honoré,NA,0,0,0,0,0,0
1172,Salon de thé,Creativ The,NA,0,0,0,0,0,0
1173,Boucherie,Boucherie Charcuterie-de-campagne,NA,0,0,0,0,0,0
1174,Grossiste en vins,Domaine De-rosiers,NA,0,0,0,0,0,0
1175,Boucherie-charcuterie,Laviandecasher,NA,0,0,0,0,0,0
1176,"Aliments, boissons & tabac",Foodyvino,NA,0,0,0,0,0,0
1177,"Aliments, boissons & tabac",Ciredabeille,NA,0,0,0,0,0,0
1178,Restaurant,Mana - Aix,NA,0,0,0,0,0,0
1179,Épicerie fine,Upside Lab,NA,0,0,0,0,0,0
1180,"Aliments, boissons & tabac",vitivalorsolutions.com,NA,0,0,0,0,0,0
1181,Magasin de cannabis,Lambassadeducbd,NA,0,0,0,0,0,0
1182,Service de traiteur,Allotantie,NA,0,0,0,0,0,0
1183,Épicerie fine,Upside Lab,NA,0,0,0,0,0,0
1184,Caviste,Escalesgourmandes,NA,0,0,0,0,0,0
1185,Magasin d'épices,Lesvoiesepicees,NA,0,0,0,0,0,0
1186,"Aliments, boissons & tabac",Volailles Du-grand-chemin,NA,0,0,0,0,0,0
1187,Magasin d'épices,Legrenieraepices,NA,0,0,0,0,0,0
1188,Fabricant de thé,Chazette,NA,0,0,0,0,0,0
1189,Grossiste en boissons alcoolisées,ALLOW Le Hard Seltzer,NA,0,0,0,0,0,0
1190,Vente de fruits et légumes en gros,Atoutfruit Production,NA,0,0,0,0,0,0
1191,Chocolatier,My Little Choco,NA,0,0,0,0,0,0
1192,Agriculteur,Tobacco Leaves,NA,0,0,0,0,0,0
1193,Boulangerie,Matinideal,NA,0,0,0,0,0,0
1194,"Aliments, boissons & tabac",Safrandupaysdelor,NA,0,0,0,0,0,0
1195,Magasin d'épices,Epices,NA,0,0,0,0,0,0
1196,Fabricant de produits alimentaires,CHICHE,NA,0,0,0,0,0,0
1197,Producteur de produits alimentaires,Chanvreel,NA,0,0,0,0,0,0
1198,Consultant en aliments et boissons,Batchcooking,NA,0,0,0,0,0,0
1199,Restaurant de déjeuner,Elementals,NA,0,0,0,0,0,0
1200,Magasin de cannabis,Cbd Evasion - Fréjus - Draguignan,NA,0,0,0,0,0,0
1201,Boucherie,Boucherie Charcuterie-de-campagne,NA,0,0,0,0,0,0
1202,"Aliments, boissons & tabac",Center Securite-privee,NA,0,0,0,0,0,0
1203,"Aliments, boissons & tabac",Foodyvino,NA,0,0,0,0,0,0
1204,Caviste,Escalesgourmandes,NA,0,0,0,0,0,0
1205,"Aliments, boissons & tabac",vitivalorsolutions.com,NA,0,0,0,0,0,0
1206,Magasin d'épices,Lesvoiesepicees,NA,0,0,0,0,0,0
1207,Magasin d'alimentation naturelle,Aupaysducbd,NA,0,0,0,0,0,0
1208,Épicerie,Mouvement,NA,0,0,0,0,0,0
1209,Marché alimentaire,France By Mouth,NA,0,0,0,0,0,0
1210,Fabricant de produits alimentaires,Poivressence,NA,0,0,0,0,0,0
1211,Magasin de bonbons,Michel Cluizel FR,NA,0,0,0,0,0,0
1212,Fabricant de produits alimentaires,Sunny Tribe,NA,0,0,0,0,0,0
1213,Magasin de cannabis,L'Art du Chanvre,NA,0,0,0,0,0,0
1214,"Aliments, boissons & tabac",StationW,NA,0,0,0,0,0,0
1215,Marché alimentaire,Pink Noisette,NA,0,0,0,0,0,0
1216,Magasin de donuts,Don Pablo,NA,0,0,0,0,0,0
1217,Grossiste en boissons alcoolisées,ALLOW Le Hard Seltzer,NA,0,0,0,0,0,0
1218,Caviste,Bacchusmoncaviste,NA,0,0,0,0,0,0
1219,Magasin d'épices,Epices,NA,0,0,0,0,0,0
1220,Magasin de vins et spiritueux,V2vin,NA,0,0,0,0,0,0
1221,Consultant en aliments et boissons,Batchcooking,NA,0,0,0,0,0,0
1222,Magasin d'épices,Legrenieraepices,NA,0,0,0,0,0,0
1223,Magasin de cannabis,Budzar,NA,0,0,0,0,0,0
1224,Service de traiteur,Les Tabliers Rouges,NA,0,0,0,0,0,0
1225,Boutique de boissons non alcoolisées,16h24,NA,0,0,0,0,0,0
1226,Magasin de bonbons,BONBEC SHOW,NA,0,0,0,0,0,0
1227,Artisanat,lesgourmandsdouest.fr,NA,0,0,0,0,0,0
1228,Fournisseur de produits alimentaires,Sisterre,NA,0,0,0,0,0,0
1229,Poissonnerie,Daguerre Marée,NA,0,0,0,0,0,0
1230,"Aliments, boissons & tabac",Cafemoulu.fr,NA,0,0,0,0,0,0
1231,Caviste,Vinocratie,NA,0,0,0,0,0,0
1232,Restaurant,Mana - Aix,NA,0,0,0,0,0,0
1233,Service de traiteur,Allotantie,NA,0,0,0,0,0,0
1234,"Aliments, boissons & tabac",Volailles Du-grand-chemin,NA,0,0,0,0,0,0
1235,Magasin bio,HOPSTORE - La boutique du houblon BIO,NA,0,0,0,0,0,0
1236,"Aliments, boissons & tabac",Bonjour Barcelone,NA,0,0,0,0,0,0
1237,"Aliments, boissons & tabac",Thedifferenttraveler,NA,0,0,0,0,0,0
1238,Magasin de cannabis,Cbdlemaraicher,NA,0,0,0,0,0,0
1239,Magasin de cannabis,Labonnelocale,NA,0,0,0,0,0,0
1240,"Aliments, boissons & tabac",Deliscoffee,NA,0,0,0,0,0,0
1241,"Aliments, boissons & tabac",Negozi Sardi - Il tuo e-commerce 100% Sardo,NA,0,0,0,0,0,0
1242,"Aliments, boissons & tabac",Youlovewords,NA,0,0,0,0,0,0
1243,"Aliments, boissons & tabac",NZ Direct,NA,0,0,0,0,0,0
1244,"Aliments, boissons & tabac",Agence Web Mcube,NA,0,0,0,0,0,0
1245,Bureau de tabac,LE Grand-gallo,NA,0,0,0,0,0,0
1246,"Aliments, boissons & tabac",Chocolat Castelain,NA,0,0,0,0,0,0
1247,Magasin de vins et spiritueux,Jewelrydrinks,NA,0,0,0,0,0,0
1248,"Aliments, boissons & tabac",My Bonne Affaire,NA,0,0,0,0,0,0
1249,"Aliments, boissons & tabac",H2hope,NA,0,0,0,0,0,0
1250,"Aliments, boissons & tabac",Pop Arcade,NA,0,0,0,0,0,0
1251,Épicerie fine,Cibdiz,NA,0,0,0,0,0,0
1252,Magasin de vins et spiritueux,Aperitissimo,NA,0,0,0,0,0,0
1253,"Aliments, boissons & tabac",Hop Cafe,NA,0,0,0,0,0,0
1254,"Aliments, boissons & tabac",SQUIZ,NA,0,0,0,0,0,0
1255,Magasin de cookies,biscuitsclaireetjulie.com,NA,0,0,0,0,0,0
1256,Service de traiteur,Traiteur Le Mediterranée,NA,0,0,0,0,0,0
1257,"Aliments, boissons & tabac",Epices & Co,NA,0,0,0,0,0,0
1258,Fournisseur de services agricoles,Valbenne,NA,0,0,0,0,0,0
1259,"Aliments, boissons & tabac",Alanquevin,NA,0,0,0,0,0,0
1260,Exploitation viticole,Domaine de Chantegut,NA,0,0,0,0,0,0
1261,Programme de bien-être,pascalyogayur.fr,NA,0,0,0,0,0,0
1262,Épicerie,Magasinrochefort,NA,0,0,0,0,0,0
1263,Exploitation viticole,Masdunovi,NA,0,0,0,0,0,0
1264,Boulangerie,Lgbp,NA,0,0,0,0,0,0
1265,Magasin d'alimentation bio,hempbud.fr,NA,0,0,0,0,0,0
1266,Boucherie,Thesteakstore,NA,0,0,0,0,0,0
1267,Magasin de cannabis,My Smoky Box,NA,0,0,0,0,0,0
1268,Magasin de cigarettes électroniques,Wpuff,NA,0,0,0,0,0,0
1269,"Aliments, boissons & tabac",SoDivin,NA,0,0,0,0,0,0
1270,Supermarché,Sable Blanc,NA,0,0,0,0,0,0
1271,Fabricant d'assaisonnements alimentaires,Carresfutes,NA,0,0,0,0,0,0
1272,Centre de formation à distance,eFormationHSAQuality,NA,0,0,0,0,0,0
1273,Distributeur de boissons,Pepemate,NA,0,0,0,0,0,0
1274,Service e-commerce,Bontaga,NA,0,0,0,0,0,0
1275,Abattoir,Indozoom,NA,0,0,0,0,0,0
1276,"Aliments, boissons & tabac",Coffretdelices,NA,0,0,0,0,0,0
1277,"Aliments, boissons & tabac",Vindebacchus,NA,0,0,0,0,0,0
1278,Distillerie,Repulsafe,NA,0,0,0,0,0,0
1279,Brasserie,Brasserieoppidum,NA,0,0,0,0,0,0
1280,Torréfacteurs,Limitd,NA,0,0,0,0,0,0
1281,Grossiste en vins et spiritueux,Pépites de vin,NA,0,0,0,0,0,0
1282,Magasin d'alimentation bio,Monpanierantigaspi,NA,0,0,0,0,0,0
1283,Magasin de produits gourmets,Truffes VIP,NA,0,0,0,0,0,0
1284,Magasin de cannabis,Divine,NA,0,0,0,0,0,0
1285,Fromagerie,Les Frères Marchand,NA,0,0,0,0,0,0
1286,Magasin d'alimentation naturelle,Ventes Privées CBD,NA,0,0,0,0,0,0
1287,"Aliments, boissons & tabac",Francebebe,NA,0,0,0,0,0,0
1288,"Aliments, boissons & tabac",Mokapremium,NA,0,0,0,0,0,0
1289,Magasin bio,Ekilab,NA,0,0,0,0,0,0
1290,Magasin de cigarettes électroniques,Vaped,NA,0,0,0,0,0,0
1291,Confiserie,Nathboutique,NA,0,0,0,0,0,0
1292,Magasin d'alimentation naturelle,Veggin,NA,0,0,0,0,0,0
1293,"Aliments, boissons & tabac",Pop Arcade,NA,0,0,0,0,0,0
1294,"Aliments, boissons & tabac",Boutiqueproduitsnaturels,NA,0,0,0,0,0,0
1295,Boucherie,Boucherie Eperlecques,NA,0,0,0,0,0,0
1296,"Aliments, boissons & tabac",Gustoneo,NA,0,0,0,0,0,0
1297,Livraison de repas à domicile,CelyDelices,NA,0,0,0,0,0,0
1298,Fournisseur de services agricoles,Valbenne,NA,0,0,0,0,0,0
1299,Magasin de cookies,biscuitsclaireetjulie.com,NA,0,0,0,0,0,0
1300,Magasin de cannabis,Labonnelocale,NA,0,0,0,0,0,0
1301,"Aliments, boissons & tabac",2X AVENTURES,NA,0,0,0,0,0,0
1302,Magasin de vins et spiritueux,V2vin,NA,0,0,0,0,0,0
1303,Brasserie,MisterGoodBeer,NA,0,0,0,0,0,0
1304,Pâtissier spécialisé dans les gâteaux de mariage,Jessie s,NA,0,0,0,0,0,0
1305,Boucherie,Thesteakstore,NA,0,0,0,0,0,0
1306,Magasin de vins et spiritueux,Pépites en Champagne,NA,0,0,0,0,0,0
1307,Boutique de boissons non alcoolisées,YVY Maté,NA,0,0,0,0,0,0
1308,Bar à cocktails,Le Tant Attendu - Kits cocktails,NA,0,0,0,0,0,0
1309,"Aliments, boissons & tabac",StationW,NA,0,0,0,0,0,0
1310,Marché alimentaire,Le Court Circuit,NA,0,0,0,0,0,0
1311,Fabricant de thé,Chazette,NA,0,0,0,0,0,0
1312,Fournisseur de boissons gazeuses,drinksev.fr,NA,0,0,0,0,0,0
1313,Marchand de thé,Thé Paon,NA,0,0,0,0,0,0
1314,"Aliments, boissons & tabac",Delictus,NA,0,0,0,0,0,0
1315,Restaurant,Bugizz,NA,0,0,0,0,0,0
1316,Magasin de bonbons,Michel Cluizel FR,NA,0,0,0,0,0,0
1317,Fabricant d'assaisonnements alimentaires,Carresfutes,NA,0,0,0,0,0,0
1318,Brasserie,Brasserieoppidum,NA,0,0,0,0,0,0
1319,Abattoir,Indozoom,NA,0,0,0,0,0,0
1320,Magasin de produits gourmets,L'Epicerie Fine Picarde.fr,NA,0,0,0,0,0,0
1321,Fabricant d'huile d'olive,Vale Douro,NA,0,0,0,0,0,0
1322,Magasin de cigarettes électroniques,Secret Smoke,NA,0,0,0,0,0,0
1323,"Aliments, boissons & tabac",Noir - Barista's Coffee,NA,0,0,0,0,0,0
1324,"Aliments, boissons & tabac",Cashewell,NA,0,0,0,0,0,0
1325,Marchand de thé,Originalthe,NA,0,0,0,0,0,0
1326,"Aliments, boissons & tabac",Wellsante,NA,0,0,0,0,0,0
1327,Magasin de vins et spiritueux,Aperitissimo,NA,0,0,0,0,0,0
1328,"Aliments, boissons & tabac",Au Fil Des Vins,NA,0,0,0,0,0,0
1329,Magasin de cookies,biscuitsclaireetjulie.com,NA,0,0,0,0,0,0
1330,"Aliments, boissons & tabac",Alanquevin,NA,0,0,0,0,0,0
1331,"Aliments, boissons & tabac",Cafemoulu.fr,NA,0,0,0,0,0,0
1332,Boulangerie,Lejourseleve Pessac,NA,0,0,0,0,0,0
1333,"Aliments, boissons & tabac",Center Securite-privee,NA,0,0,0,0,0,0
1334,Caviste,Vinocratie,NA,0,0,0,0,0,0
1335,Prestataire spécialisé en études de marché,THE GLAM PRESTIGE GROUP,NA,0,0,0,0,0,0
1336,"Aliments, boissons & tabac",GO Vapo,NA,0,0,0,0,0,0
1337,"Aliments, boissons & tabac",Volailles Du-grand-chemin,NA,0,0,0,0,0,0
1338,Magasin d'alimentation naturelle,Aupaysducbd,NA,0,0,0,0,0,0
1339,Artisan chocolatier,Choc ô delices,NA,0,0,0,0,0,0
1340,Boutique de pop-corn,La fabrique à pop-corn,NA,0,0,0,0,0,0
1341,Magasin de vins et spiritueux,MA CAVE A TOI,NA,0,0,0,0,0,0
1342,Épicerie fine,Lalic,NA,0,0,0,0,0,0
1343,"Aliments, boissons & tabac",Sommelix,NA,0,0,0,0,0,0
1344,Magasin de thé,Infuzea,NA,0,0,0,0,0,0
1345,Épicerie fine,Miel du Géant,NA,0,0,0,0,0,0
1346,Magasin de vins et spiritueux,Calvados Drouin Boutique,NA,0,0,0,0,0,0
1347,Boutique de produits diététiques,SNC KRISS-LAURE,NA,0,0,0,0,0,0
1348,Magasin de cannabis,Cbdvip,NA,0,0,0,0,0,0
1349,Magasin de cannabis,Le Comptoir du CBD Bio,NA,0,0,0,0,0,0
1350,Service e-commerce,Le Marché du CBD,NA,0,0,0,0,0,0
1351,Consultant en aliments et boissons,Bms Store-complements,NA,0,0,0,0,0,0
1352,Fournisseur de produits alimentaires,Lard De Vivre,NA,0,0,0,0,0,0
1353,Centre de formation à distance,Cultiver Les Champignons,NA,0,0,0,0,0,0
1354,Restaurant de grillades à la française,TONTON GRILL RESTAURANT § BAR,NA,0,0,0,0,0,0
1355,Magasin de cannabis,Kalmosphere,NA,0,0,0,0,0,0
1356,Épicerie fine,Epiceashop,NA,0,0,0,0,0,0
1357,Magasin de cannabis,CBDenlignepascher,NA,0,0,0,0,0,0
1358,Magasin de vins et spiritueux,Maison Moillard,NA,0,0,0,0,0,0
1359,Conserverie,Rue Traversette,NA,0,0,0,0,0,0
